entityName	NELabel
擅自将减免税设备进行抵押或者担保	auditProblem
财政预算管理体制还存在着管理漏洞	auditProblem
决算报表数据与会计账簿数据不一致	auditProblem
农村生活污染源未纳入环境统计管理	auditProblem
同等收入规模企业所得率适用不一致	auditProblem
未经财政部门批准随意调整项目预算	auditProblem
银行少计基本养老保险基金存款利息	auditProblem
部分人员死亡后仍在继续领取尊老金	auditProblem
用人单位未按相关规定参加社会保险	auditProblem
财政部门或建设单位资金拨付不及时	auditProblem
社会保险经办机构有无不按规定收取	auditProblem
采购部门如何与仓库、财务部门衔接	auditProblem
现金记录信息及银行存款信息不准确	auditProblem
无放贷业务资质的机构提供资金发放	auditProblem
适时公布严重侵害自然资源资产产权	auditProblem
国有资产长期闲置，未发挥使用效益	auditProblem
私自设立、撤销分支机构及营业场所	auditProblem
未按期申报抵扣增值税扣税凭证抵扣	auditProblem
擅自以中国政府或者金融机构的名义	auditProblem
未能按贷款合同规定支付利息和本金	auditProblem
私自印制、伪造、变造、作废、开票	auditProblem
企业以前年度应当取得而未取得发票	auditProblem
未按要求使用统一的社会保险费票据	auditProblem
部分人群未按规定纳入医疗保障体系	auditProblem
未按规定委托金融机构托管引导基金	auditProblem
住房公积金制度存在哪些缺陷和漏洞	auditProblem
透支政府信用恶意拖欠中小企业款项	auditProblem
资金，本年度仍未拨付或未全额拨付	auditProblem
混淆税款入库级次造成省级收入流失	auditProblem
对供应商的询问、质疑逾期未作处理	auditProblem
非税收入未执行“收支两条线”管理	auditProblem
期末收入交易和收款交易的截止错误	auditProblem
未对资产作出完整、及时的核对调节	auditProblem
非税收入未实行“收支两条线”管理	auditProblem
医疗保险基金结余未及时上缴财政专户	auditProblem
单位或个人未按规定申报缴纳社会保险	auditProblem
楼出租租金收入在账外保存形成小金库	auditProblem
操作程序不符合规定、内控制度未健全	auditProblem
不按照政策规定的日期拨付财政专户款	auditProblem
城镇职工基本医疗保险缴费比例不合规	auditProblem
少结转保险费收入从而隐瞒保险费收入	auditProblem
超月工资数标准多编医疗保险支出预算	auditProblem
报增值税销售收入大于企业所得税收入	auditProblem
将单位收入的现金以个人名义存入储蓄	auditProblem
单位未按规定注销职工住房公积金账户	auditProblem
贷款人扣款户名与还款账号都为空情况	auditProblem
未向公积金管理委员会申请即购买国债	auditProblem
发生销售退回后，未冲减产品销售收入	auditProblem
贷款供个人、朋友注册公司、经营所用	auditProblem
隐瞒、截留应当上交国家的税金、利润	auditProblem
将行政事业性收费转为经营服务性收费	auditProblem
擅自改变使用外国政府、国际金融组织	auditProblem
擅自转移使用外国政府、国际金融组织	auditProblem
擅自出售使用外国政府、国际金融组织	auditProblem
擅自抵押使用外国政府、国际金融组织	auditProblem
擅自置换使用外国政府、国际金融组织	auditProblem
擅自报废使用外国政府、国际金融组织	auditProblem
查验作业和管理是否有相应的操作规程	auditProblem
未按照原定用途、地区使用减免税货物	auditProblem
公司、企业提供虚假资料获得银行贷款	auditProblem
违规调整入库品种，截留侵占上级收入	auditProblem
不依照预算或者用款计划核拨财政资金	auditProblem
与预算执行部门上年度结转结余不一致	auditProblem
应在本级核算的收入支出未在本级核算	auditProblem
未按合同条款约定进行重新计算并支付	auditProblem
虚报家庭收入等资料骗取住房保障待遇	auditProblem
通过不规范的土地、收费权等抵押贷款	auditProblem
伪造、变造、转让商业银行经营许可证	auditProblem
这部分利润未指定用途未分配利润账户	auditProblem
明知是赃物而窝藏、转移或者代为销售	auditProblem
未按纳税义务发生时间记收入征税筹划	auditProblem
伪造、涂改、出租、转借、转让、出卖	auditProblem
机械材料与机械学习不符合实质性标准	auditProblem
违反国家规定处分国有资产取得的收益	auditProblem
贷款投放比例低，资金未发挥预期效益	auditProblem
未与商业银行签订社会保险费代扣协议	auditProblem
专项债券发行费未按规定纳入基金决算	auditProblem
对未回函的函证未采取应有的控制措施	auditProblem
股东变更未经中国保监会批准或者备案	auditProblem
援疆项目结余资金未及时统筹安排使用	auditProblem
多家企业未严格履行清算义务发生损失	auditProblem
将收取应上缴的预算内收入转到预算外	auditProblem
截留、挤占、挪用应缴国库的土地出让	auditProblem
滞留国际金融组织贷款划拨的项目资金	auditProblem
违反规定从社会保险基金中提取或列支	auditProblem
住房公积金中心机房管理存在安全隐患	auditProblem
纳税人的办税事项不符合法定受理条件	auditProblem
纳税人采取欺骗、隐瞒等手段提供担保	auditProblem
以政府名义接受的非定向货币捐赠收入	auditProblem
涂改、损毁、买卖、伪造税务登记证件	auditProblem
冒用、伪造、变造、出借医疗保险凭证	auditProblem
自主创新奖励扶持资金管理制度不完善	auditProblem
未严格执行经费支出及政府采购等规定	auditProblem
部分专项资金仍未安排使用或及时下拨	auditProblem
将进口自用的免税设备擅自调拨或挪用	auditProblem
加工贸易余料结转时未结转至同一经营	auditProblem
与预算执行部门本年度结转结余不一致	auditProblem
决算报表收入不完整财政部门未将全部	auditProblem
挪用和处置国际组织贷援款购置的物资	auditProblem
未依照政府采购法规定的方式实施采购	auditProblem
违规参保补缴社会保险费骗取社保待遇	auditProblem
部门隐瞒或转移国有资产有偿使用收益	auditProblem
纳税人、扣缴义务人编造虚假计税依据	auditProblem
纳税人不进行纳税申报，不缴或者少缴	auditProblem
扣缴义务人应扣未扣、应收而不收税款	auditProblem
未按控制政策编制银行存款余额调节表	auditProblem
违法擅自设置企业开办其他条件和要求	auditProblem
工商登记后30天内未及时进行参保登记	auditProblem
将项目概算内容外发生成本计入项目成本	auditProblem
基本医疗保险参保人员重复报销住院费用	auditProblem
地方政府及所属部门违规向金融机构融资	auditProblem
个人缴存基数高于社会平均工资一定倍数	auditProblem
未缴存住房公积金却办理住房公积金贷款	auditProblem
未按照国家规定分配住房公积金增值收益	auditProblem
未经管委会购买国债或未按规定购买国债	auditProblem
住房公积金管理中心不得向他人提供担保	auditProblem
地方政府违规自定政策，减、免或缓征法	auditProblem
在决算中反映不完整的中央补助收入项目	auditProblem
财政未下达上级财政预算追加（减）指标	auditProblem
政府采购收取及退还合同履约保证金情况	auditProblem
查验记录是否在系统中进行查验结果登记	auditProblem
利用计算机审查业务系统反映的欠费金额	auditProblem
超范围安排地方补助，列入本级预算支出	auditProblem
不报、不缴、不上划应当上缴的财政收入	auditProblem
对不同收入家庭实行不同的住房供应政策	auditProblem
征地拆迁补偿资金管理使用违法相关规定	auditProblem
民营企业内部治理结构和控制机制不健全	auditProblem
被查单位是否建立了明确的职责分工制度	auditProblem
未按期申报抵扣增值税扣税凭证抵扣管理	auditProblem
线上贷款用途违规或被挪用于限制性领域	auditProblem
仓库收货时是否核对采购合同（或订单）	auditProblem
行政部门、事业单位等违规对外有偿借款	auditProblem
擅自减征、免征或者缓征应征的预算收入	auditProblem
环保部门征收的排污费未纳入预算，作为	auditProblem
风险处置工作未做到依法合规、真实有效	auditProblem
少数项目实施完毕后的结余资金未作安排	auditProblem
纳税人的办税费事项不符合法定受理条件	auditProblem
不按规定取得发票或开具农产品收购发票	auditProblem
历年结余未纳入预算、收入未按规定入账	auditProblem
挂账当年未缴库预算收入挂账当年未缴库	auditProblem
未按照有关规定压缩出国（境）经费预算	auditProblem
竣工后三个月后仍在基建投资中列支费用	auditProblem
利用政府委托或特别奖励谋取不正当利益	auditProblem
在资产负债表日后伪造销售合同虚增收人	auditProblem
擅自改变资金使用用途，资金使用不合规	auditProblem
人力资源政策与程序，不恰当地进行调整	auditProblem
加工贸易手册的保税期限超过规定时间限制	auditProblem
商业银行未严格审查保函申请人的资信情况	auditProblem
违反规定滞留、截留、挪用或坐支非税收入	auditProblem
发放保障性住房建设贷款期限超过规定要求	auditProblem
专项资金（基金）存量一年以上未使用情况	auditProblem
超过公开招标限额标准项目采购方式合规性	auditProblem
同一个人账户同一月份多次缴存住房公积金	auditProblem
相关银行对公积金账户管理不严，违规销户	auditProblem
开发商未按规定的数额，来缴纳期房保证金	auditProblem
违规擅自扩大收入项目的收取范围收取收入	auditProblem
政府采购代理机构资格认定不严格、不及时	auditProblem
器材到达并已验收入库而发票账单尚未收到	auditProblem
仓库收发存记录是否定期与会计记录相核对	auditProblem
挂起、转岗报关单是否有指定人员及时处理	auditProblem
结关业务档案是否定期清理，管理是否规范	auditProblem
加工贸易类经营企业和加工企业为D类企业	auditProblem
乡镇政府向金融机构申请贷款弥补收支缺口	auditProblem
将待入库的非税收入不入库或改变科目入库	auditProblem
应在本单位核算的收入支出未在本单位核算	auditProblem
用资产处置、出租、使用收入设立“小金库	auditProblem
拟将占有、使用的国有资产对外出租、出借	auditProblem
较短，还没有发挥应有的作用，效益不明显	auditProblem
伪造、变造、买卖、擅自销毁财政收入票据	auditProblem
部分项目预算安排未充分考虑上年执行情况	auditProblem
违规让他人在营业场所或办公场所开展非法	auditProblem
擅自处置国有资产，无偿出租出借国有资产	auditProblem
部分地区城乡住房保障资源分配使用不合规	auditProblem
质押贷款、部分领取、生存领取、减少保额	auditProblem
征收部门未及时、足额征收应征的预算收入	auditProblem
和有关企业工作人员非法利用内幕信息牟利	auditProblem
未落实社区工作人员享受社保、公积金政策	auditProblem
财务报表未中收入、费用、利润科目确认不实	auditProblem
地方项目主管部门，是否越权审批减免税项目	auditProblem
未履行法定程序和审批手续擅自处置国有资产	auditProblem
委托加工环节受托方未按规定代收代缴消费税	auditProblem
企业编制高校毕业生花名册骗取财政就业补贴	auditProblem
单位缴存比例低于政策规定单位缴存比例下限	auditProblem
缴存职工可提取公积金最高额度超出规定限额	auditProblem
贷款实际首付比例低于政策规定最低首付比例	auditProblem
不在公积金管理部门委托银行办理公积金业务	auditProblem
在未经住房公积金管理委员批复自行购买国债	auditProblem
、与与建设单位或者施工单位串通，弄虚作假	auditProblem
受理担保申请时，是否在计算机系统进行备案	auditProblem
加工贸易手册的核销办理时间是否超过60天	auditProblem
未及时与财政部门及下属商业银行结算、对账	auditProblem
泰兴乡镇管线工程项目未按规定申请调整概算	auditProblem
和行政许可事项未与上级有关部门的要求衔接	auditProblem
经营收入未纳入规定账簿核算设立“小金库”	auditProblem
生产经营或投资项目未取得环境保护部门许可	auditProblem
责任无法落实，最终导致无人负责，不了了之	auditProblem
转移、隐匿所持有的违反国家规定取得的资产	auditProblem
弄虚作假骗取的财政拨款、银行贷款以及物资	auditProblem
欺骗保险公司、投保人、被保险人或者受益人	auditProblem
以代销名义向不符合贷款条件的企业进行融资	auditProblem
商业银行分支机构擅自制定或调整市场调节价	auditProblem
未严格执行公开招标、招租、政府采购等制度	auditProblem
行政单位使用专项资金的结余部分未单独核算	auditProblem
转借、涂改、损毁、买卖、伪造税务登记证件	auditProblem
部分项目预算资金当年未支出，项目推进缓慢	auditProblem
用人单位未按规定申报应当缴纳的社会保险费	auditProblem
伪造、使用伪造的财政收入票据监(印)制章	auditProblem
发放保障性住房建设贷款期限超过国家规定要求	auditProblem
借新还旧方式掩盖基建贷款、技改贷款不良资产	auditProblem
生育保险基金支付不得以任何借口增加支出项目	auditProblem
未按照国家擅自扩大公积金业务开支标准和范围	auditProblem
监理单位监理程序是否完备、合规，具体包括：	auditProblem
不依法设置会计账簿或会计账簿不真实、不完整	auditProblem
加工贸易手册已经核销或结案，但没有手册核销	auditProblem
海关对联网监管企业的备案管理是否严格、规范	auditProblem
属于海关监管期内减免税货物所有权发生的错弊	auditProblem
一本手册转往多本手册或多本手册转往一本手册	auditProblem
政府性基金上级转移支付未编入政府性基金预算	auditProblem
财政部门与预算执行部门本年度结转结余不一致	auditProblem
多数部门政府购买服务指导性目录未按规定公开	auditProblem
伪造、变造、转让金融机构经营许可证、批准文	auditProblem
隐瞒财政收入，将财政预算资金转为预算外资金	auditProblem
隐瞒财政预算收入，将预算资金转为预算外资金	auditProblem
违规为无放贷业务资质的机构提供资金发放贷款	auditProblem
与银行、保险公司违规签订抽屉协议、阴阳合同	auditProblem
部分资金分配未充分考虑建档立卡贫困人口情况	auditProblem
未按时或按照规定的体例和格式公开“三公经费	auditProblem
未将因公出国（境）经费全部纳入专项预算管理	auditProblem
加工贸易手册的未办理过延期，但期限超过一年	auditProblem
财政部门与预算执行部门上年度结转结余不一致	auditProblem
未经财政部门批准随意调整本级和所属单位预算	auditProblem
会计分录或未经授权的会计分录来操纵财务报表	auditProblem
财政部门将国库资金转入财政专户并虚列支出问题	auditProblem
行政事业性收费及政府性基金应纳未纳入预算管理	auditProblem
行政事业型收费、政府性基金转为经营服务性收费	auditProblem
海关中期核查操作和授权批准人员是否职务分离?	auditProblem
部分政府性基金项目的收支未编入政府性基金预算	auditProblem
不得以任何名义向金融机构申请贷款弥补收支缺口	auditProblem
不按规定开具相应缴款书，应缴收入款项隐瞒不缴	auditProblem
以入围方式设置政府采购备选库、名录库、资格库	auditProblem
国际金融组织贷款配套资金未及时落实、按时到位	auditProblem
预算安排结构不合理，以公用经费等抵顶人员经费	auditProblem
一般公共预算项目支出未按经济性质分类编列到款	auditProblem
与房产管理部门及土地管理部门信息沟通存在障碍	auditProblem
未按规定存储工资保证金或者未提供金融机构保函	auditProblem
部分政府购买服务项目承接或购买主体不符合要求	auditProblem
房地产开发商未按规定的数额，来缴纳期房保证金	auditProblem
加工贸易手册核销后，海关未按规定办理结案手续	auditProblem
同一个参保人员是否拥有多个基本医疗保险个人账户	auditProblem
地方政府及所属部门违规向金融机构举借政府性债务	auditProblem
一年内提取住房公积金次数大于1并且用于偿还银行	auditProblem
对缴存人支付的提取金额超过缴存人公积金账户余额	auditProblem
利用夫妻关系用其配偶名义多次获取住房公积金贷款	auditProblem
越权违规减免属于上级财政或与上级财政分成的收入	auditProblem
五年内未接受过财政部门或行业协会检查的评估机构	auditProblem
纳税人、纳税担保人采取欺骗、隐瞒等手段提供担保	auditProblem
有的部门和所属单位利用部门权力或影响力取得收入	auditProblem
省本级政府性基金结余未调入一般公共预算统筹使用	auditProblem
擅自解冻被人民法院冻结的款项，致冻结款项被转移	auditProblem
社会保险费征收机构违规减免、少征、缓征社会保险费	auditProblem
基本医疗保险参保人员利用他人住院资料套取医保资金	auditProblem
住房公积金管理部门管理不到位，丢失了贷款申请资料	auditProblem
公积金管理部门委托不在名单内的商业银行办理公积金	auditProblem
未按时或按照规定的体例和格式公开“三公经费”预算	auditProblem
骗取政府承贷或者担保的外国政府贷款、国际金融组织	auditProblem
同一企业的所有加工贸易手册，核注人始终为同一人员	auditProblem
暂存下级经办机构上解或上级经办机构下拨的基金收入	auditProblem
实际已经完成，按照规定应当转入而未转入净结余资金	auditProblem
国家金库或商业银行开设的账户余额与报表余额不一致	auditProblem
财政部门将一些财政资金拨出并列支后转入暂存款存放	auditProblem
未按规定进行消防验收和备案和未按规定进行环保验收	auditProblem
滞留政府承贷或者担保的外国政府贷款、国际金融组织	auditProblem
在企业改制过程中弄虚作假，骗取企业所得税优惠政策	auditProblem
纳税人未按照规定的期限办理纳税申报和报送纳税资料	auditProblem
法规，导致其他单位或者个人未缴、少缴或者骗取税款	auditProblem
非法为纳税人、纳税担保人实施虚假纳税担保提供方便	auditProblem
未经审批将国有资产出租、出借给所属或其他单位使用	auditProblem
结余资金自行安排，用于开展未纳入部门预算管理的项目	auditProblem
同一企业的所有加工贸易手册，核销人员始终为同一人员	auditProblem
财政部门未将全部收入计入总预算会计、进而未编入财政	auditProblem
未按监管要求或章程规定对滥用权利的股东采取限制措施	auditProblem
向本人、特定关系人所有或实际控制的企业转让国有资产	auditProblem
改变贷款规定范围和用途，将项目资金有偿出借给第三方	auditProblem
违反税收法律、行政法规，造成纳税人未缴或者少缴税款	auditProblem
部分水污染防治项目建成后未发挥效益或未到达预期效果	auditProblem
收取的财政收入，未纳入非税收入财务账簿核算，未纳入	auditProblem
财政对外投资情况反映不完整，投资收益未纳入预算管理	auditProblem
将征收排污费全额缴入地方国库，造成中央排污费收入减少	auditProblem
贷款日期与开户日期间隔未达到规定的住房公积金缴存年限	auditProblem
住房公积金管理部门管理不到位，未认真审核贷款申请资料	auditProblem
可等必须得到批准的主要环节未经相关部门批准即开工建设	auditProblem
预算不细化，未将项目资金分配到具体支出项目和支出单位	auditProblem
加工贸易内销是否严格执行报批手续、征收税款、补许可证	auditProblem
擅自分配各级地方政府或有关部门给予中央企业的各种奖励	auditProblem
在本单位财务会计部门账外或未纳入预算管理私存私放资金	auditProblem
纳税人采取欺骗、隐瞒等手段提供担保，造成应缴税款损失	auditProblem
同一个人账户同一月份多次（2次及以上）缴存住房公积金	auditProblem
、扣缴义务人逃避、拒绝或者以其他方式阻挠税务机关检查	auditProblem
工程监理单位未审查安全技术措施或方案是否符合强制性标准	auditProblem
单位不按规定足额缴纳职工住房公积金，导致住房公积金欠缴	auditProblem
是否将多个文件备份盘片分别存放在远离计算机房的安全之处	auditProblem
截留、挪用政府承贷或者担保的外国政府贷款、国际金融组织	auditProblem
未经有关国际金融组织批准，擅自挪用、变卖用国际金融组织	auditProblem
将预收款或当期销售收入进行挂账，利用往来款人为调节收入	auditProblem
方案变更，未重新办理审批手续，未通过环境评价擅自开工建设	auditProblem
未按国家规定时间和期限将收取的财政收入缴入国库或财政专户	auditProblem
超出报履行国有资产出资人职责的机构备案的预算进行职务消费	auditProblem
以盗窃、贿赂、欺诈、胁迫、电子侵入或者其他不正当手段获取	auditProblem
纳税人未按照规定设置、保管账簿或者保管记账凭证和有关资料	auditProblem
财政部门、国家金库、收入征收机关的财政收入数字存在不一致	auditProblem
的职工购买、建造、翻建住房，提取住房公积金数额大于账户余额	auditProblem
收取的财政收入，未纳入非税收入财务账簿核算，未纳入非税收入	auditProblem
未按照采购文件确定的事项签订政府采购合同将政府采购合同转包	auditProblem
无预算、超预算申请使用资金、自行扩大预算支出范围申请使用资金	auditProblem
将国有资产以明显不公允低价折股、出售或无偿分给其他单位或个人	auditProblem
部分非税收入未编入年初预算，部分支出预算未按功能科目编列到项	auditProblem
财政部门有无将基金缴入其收入过渡户或其他账户以隐瞒，截留转移财	auditProblem
在财政收入征收、解缴、汇划或上划过程中，不按规定的收入项目、种	auditProblem
部分收入、住房等条件发生变化不再符合条件的家庭未按规定及时退出	auditProblem
个人信息变更后，未及时更新，对专家抽取、评标评审造成实质性影响	auditProblem
非法提供银行账户、发票、证明或者其他方便，导致其未缴、少缴税款	auditProblem
住房公积金管理部门内外勾结，利用虚假合同等资料恶意骗取公积金贷款	auditProblem
对擅自内销、外发加工、走私保税货物的，海关是否按有关规定予以处理	auditProblem
未按年度财政预算、部门预算和用款计划，合理调度资金，确保资金供应	auditProblem
使用财政资金从中小企业采购货物、工程、服务，未按照批准的预算执行	auditProblem
未按执行通知书履行生效法律文书确定的义务的，应当及时采取执行措施	auditProblem
将上年非正常收益、支出项目作为编制国有资本经营预算收入、支出的依据	auditProblem
把预算内收入和支出转为预算之外，随意把预算外收入和支出转为预算之内	auditProblem
监理单位不履行相关义务、与与建设单位或者施工单位串通，弄虚作假、降	auditProblem
未按规定缴纳工伤保险费期间，参保单位从业人员发生工伤后违规领取工伤待遇	auditProblem
已死亡人员生前所在单位工作人员工作失误造成已死亡人员继续缴纳住房公积金	auditProblem
公积金缴存记录、贷款记录、账户余额记录、支取额记录等财务信息记录不准确	auditProblem
制不健全，部分收入、住房等条件发生变化不再符合条件的家庭未按规定及时退出	auditProblem
未出台医疗服务价格调整细则，调整项目单一、未做到有升有降，导致医院收入下降	auditProblem
移送到统一核算的在其他县（市）机构用于销售，未作销售处理，未提销项税额产成	auditProblem
未经审核的国外贷援款项目会计凭证为依据登记会计账簿或者会计账簿登记不符合规定	auditProblem
移送到统一核算的在其他县（市）机构用于销售，未作销售处理，未提销项税额的稽查	auditProblem
开拆、提取、交付、发运、调换、改装、抵押、质押、留置、转让、更换标记、移作他用	auditProblem
同一企业的所有加工贸易手册，初审人员相同、复审人员相同、核销人员相同、结案人员相同	auditProblem
系统操作是否有明确的管理制度（例如计算机应用系统开发和维护规程），并按制度中明确的责任权限有效执行	auditProblem
前期履行程序不完备，立项、可行性研究、初步设计、开工许可等必须得到批准的主要环节未经相关部门批准即开工建设	auditProblem
重大错报能力	auditRisk
测试风险评估	auditRisk
评估	auditRisk
检测	auditRisk
反舞弊	auditRisk
符合性	auditRisk
重大错报	auditRisk
监测评估	auditRisk
风险评价	auditRisk
调查测试	auditRisk
重新评估	auditRisk
错报风险	auditRisk
风险监测	auditRisk
检奄风险	auditRisk
剩余风险	auditRisk
特有风险	auditRisk
设计测试	auditRisk
测试风险	auditRisk
安全评估	auditRisk
评估风险	auditRisk
营运风险	auditRisk
效益评估	auditRisk
审计风险	auditRisk
账户测试	auditRisk
风险控制	auditRisk
职业风险	auditRisk
控制危险	auditRisk
管控风险	auditRisk
防控风险	auditRisk
风险分析	auditRisk
风险测试	auditRisk
容灾测试	auditRisk
安全测试	auditRisk
风险预估	auditRisk
符合测试	auditRisk
过度风险	auditRisk
重报风险	auditRisk
误拒风险	auditRisk
误受风险	auditRisk
再次测试	auditRisk
舞弊风险	auditRisk
健全性测试	auditRisk
符合性检验	auditRisk
大错报风险	auditRisk
重大错风险	auditRisk
控制风险评估	auditRisk
控制风险估计	auditRisk
控制执行测试	auditRisk
符合程度测试	auditRisk
固有风险评估	auditRisk
重大报错风险	auditRisk
控制风险风险	auditRisk
投资风险评估	auditRisk
控制财务风险	auditRisk
固有风险风险	auditRisk
固有风险评价	auditRisk
坏账风险评估	auditRisk
控制测试审计	auditRisk
社会风险评估	auditRisk
重大错误风险	auditRisk
检查风险评估	auditRisk
舞弊风险评估	auditRisk
重大风险评估	auditRisk
认定评估风险	auditRisk
控制风险评价	auditRisk
重大錯报风险	auditRisk
重大错服风险	auditRisk
符合性测试审计	auditRisk
重大错错报风险	auditRisk
重大错报风险评估	auditRisk
重大错报风险审计	auditRisk
重大错报风险评价	auditRisk
风险评估风险评估	auditRisk
国家风险风险评估	auditRisk
重大错报漏报风险	auditRisk
评估重大错报风险	auditRisk
合法	auditTarget
确性	auditTarget
完整	auditTarget
规范	auditTarget
合规定	auditTarget
征税岗位合规性	auditTarget
权力	auditTarget
可靠	auditTarget
有效	auditTarget
准确	auditTarget
权益	auditTarget
合理	auditTarget
义利	auditTarget
效益	auditTarget
计价、	auditTarget
可信性	auditTarget
保密性	auditTarget
完备性	auditTarget
法规性	auditTarget
合适性	auditTarget
权益性	auditTarget
精确性	auditTarget
核实性	auditTarget
可靠度	auditTarget
有用性	auditTarget
绩效性	auditTarget
真伪性	auditTarget
保全性	auditTarget
完好性	auditTarget
高效性	auditTarget
正规性	auditTarget
妥适性	auditTarget
真诚性	auditTarget
合规范	auditTarget
完善性	auditTarget
诚实性	auditTarget
现实性	auditTarget
真确性	auditTarget
翔实性	auditTarget
明确性	auditTarget
成效性	auditTarget
等效性	auditTarget
协同性	auditTarget
完全性	auditTarget
准确度	auditTarget
健全性	auditTarget
合格性	auditTarget
义务能力	auditTarget
合规范性	auditTarget
存货计价	auditTarget
真实性审计	auditTarget
义务和权利	auditTarget
真实性合规	auditTarget
真实性合规性	auditTarget
财务支出真实性	auditTarget
科学性、有效性	auditTarget
真实、完整及准确性	auditTarget
农村劳动力转移培训真实性	auditTarget
审查预算支出真实性、完整性	auditTarget
人工成本真实、完整及准确性	auditTarget
工资	companyAudit
经济控制	companyAudit
投入资本	companyAudit
经营报表	companyAudit
航空运输	companyAudit
渔政执法	companyAudit
烟草行业	companyAudit
经营收益	companyAudit
放假工资	companyAudit
销售价差	companyAudit
投资借款	companyAudit
舞弊审计	companyAudit
销售收入	companyAudit
企业施工	companyAudit
财务报备	companyAudit
企业资本	companyAudit
合并报表	companyAudit
财务规划	companyAudit
营业风险	companyAudit
公允经营	companyAudit
工会投资	companyAudit
财务决算	companyAudit
教育资金	companyAudit
全年工资	companyAudit
销售定价	companyAudit
事业经费	companyAudit
财会核算	companyAudit
产业规划	companyAudit
企业财报	companyAudit
财务稽核	companyAudit
财务资产	companyAudit
航空制造	companyAudit
国有商品	companyAudit
行政事业	companyAudit
否定报备	companyAudit
采购与付款	companyAudit
企业利润表	companyAudit
工资性款项	companyAudit
行政事业费	companyAudit
务决算审计	companyAudit
产业化资金	companyAudit
国有资产损溢	companyAudit
企业财务报表	companyAudit
固定资产审计	companyAudit
销售收入审计	companyAudit
电子信息产业	companyAudit
企业注册资本	companyAudit
财务报表审定	companyAudit
产业政策规范	companyAudit
企业发展资金	companyAudit
会计报表认定	companyAudit
财务费用审计	companyAudit
企业会计核算	companyAudit
企业财务会计	companyAudit
企业财务决策	companyAudit
财务报表财务	companyAudit
财务报告审计	companyAudit
企业会计决算	companyAudit
国有境外资产	companyAudit
企业进行经济	companyAudit
企业财务绩效	companyAudit
职业风险基金	companyAudit
国有资产决算	companyAudit
境外资产审计	companyAudit
企业并购投资	companyAudit
财务报表调整	companyAudit
财务会计审计	companyAudit
应交税金的会计	companyAudit
总损失吸收能力	companyAudit
生产与存货交易	companyAudit
固定资产确认审计	companyAudit
企业合并会计报表	companyAudit
生产成本预算预算	companyAudit
符合国家产业政策	companyAudit
信息产业发展基金	companyAudit
国有资本经营决算	companyAudit
港口建设费征收管理	companyAudit
广告宣传跨年调整表	companyAudit
资本主义国家所得税	companyAudit
应交税金及附加预算的	companyAudit
国有资产经营存在风险	companyAudit
门控制执行现金收支预算	companyAudit
国有资本经营收益征缴的	companyAudit
国有资本经营预算调出资金	companyAudit
国有资本经营预算未完成支出	companyAudit
国有资本经营预算收入全额纳入	companyAudit
项目单位是否按批复用途使用财政资金审计	companyAudit
折旧	companyAudit
职员	companyAudit
雇员	companyAudit
企业债	companyAudit
效益金	companyAudit
薪金类	companyAudit
销售价	companyAudit
效益费	companyAudit
企业税	companyAudit
偿付能力	companyAudit
企业贷款	companyAudit
员工奖金	companyAudit
员工福利	companyAudit
应交税金	companyAudit
企业财务	companyAudit
薪金管理	companyAudit
企业债权	companyAudit
挂钩工资	companyAudit
企业工薪	companyAudit
劳务工资	companyAudit
职工年金	companyAudit
薪金支出	companyAudit
企业控制	companyAudit
财务报销	companyAudit
央企决策	companyAudit
企业亏损	companyAudit
外部控制	companyAudit
国有出资	companyAudit
企业合并	companyAudit
企业资产	companyAudit
内部工资	companyAudit
职工工资	companyAudit
内容控制	companyAudit
经营成本	companyAudit
盈利能力	companyAudit
企业效益	companyAudit
企业收益	companyAudit
循环承购	companyAudit
控制支出	companyAudit
企业决算	companyAudit
企业盈利	companyAudit
短期负债	companyAudit
经营负债	companyAudit
国有资亿	companyAudit
无形营销	companyAudit
雇员福利	companyAudit
企业股票	companyAudit
应付职工	companyAudit
企业偿债	companyAudit
企业报表	companyAudit
企业资金	companyAudit
企业营销	companyAudit
企业财产	companyAudit
企业理财	companyAudit
营销费用	companyAudit
企业预算	companyAudit
企业发债	companyAudit
企业稽查	companyAudit
企业盈亏	companyAudit
劳保支出	companyAudit
企业利益	companyAudit
会计控制	companyAudit
企业折旧	companyAudit
工作奖金	companyAudit
企业资源	companyAudit
职工收入	companyAudit
国家资本	companyAudit
控制工资	companyAudit
产业投资	companyAudit
企业参股	companyAudit
企业合资	companyAudit
国有资金	companyAudit
国资审计	companyAudit
国有控制	companyAudit
变动情况	companyAudit
经营预算	companyAudit
企业年报	companyAudit
国有股本	companyAudit
企业礼金	companyAudit
国企债务	companyAudit
经营损益	companyAudit
经营资金	companyAudit
劳动工资	companyAudit
内部资本	companyAudit
国有产权	companyAudit
企业国债	companyAudit
电力资产	companyAudit
企业资格	companyAudit
企业增资	companyAudit
企业欠薪	companyAudit
还款业务	companyAudit
国有性质	companyAudit
员工持股	companyAudit
经营支出	companyAudit
国有资源	companyAudit
企业审计	companyAudit
工效工资	companyAudit
企业注资	companyAudit
财报审计	companyAudit
企业募投	companyAudit
销售成本	companyAudit
国企负债	companyAudit
企业套利	companyAudit
企业出资	companyAudit
内部支出	companyAudit
企业欠债	companyAudit
发放工资	companyAudit
采购循环	companyAudit
矿业投资	companyAudit
项目债务	companyAudit
