e1,r,e2,extracted_from,layer
审计依据,instance_of,“非接触式”网上办税缴费事项清单,2,2.1
审计依据,instance_of,2018年会计师事务所综合评级表,2,2.1
审计依据,instance_of,2018年度机关党建工作实施方案,2,2.1
审计依据,instance_of,2018年度海关总署立法工作计划,2,2.1
审计依据,instance_of,2018年江西省政务公开工作安排,2,2.1
审计依据,instance_of,2018年深化增值税改革三项措施,2,2.1
审计依据,instance_of,2018年资产评估机构综合评级表,2,2.1
审计依据,instance_of,2018年降低企业杠杆率工作要点,2,2.1
审计依据,instance_of,2019年记账式国债招标发行规则,2,2.1
审计依据,instance_of,2019年资产评估机构综合评级表,2,2.1
审计依据,instance_of,2019年降低企业杠杆率工作要点,2,2.1
审计依据,instance_of,2020年资产评估机构综合评级表,2,2.1
审计依据,instance_of,2021年记账式国债招标发行规则,2,2.1
审计依据,instance_of,上海市加快经济恢复和重振行动方案,2,2.1
审计依据,instance_of,上海市税务规范性文件制定管理办法,2,2.1
审计依据,instance_of,上海市税收规范性文件制定管理办法,2,2.1
审计依据,instance_of,上海市财政局行政处罚裁量指导规范,2,2.1
审计依据,instance_of,上海证券交易所沪港通业务实施办法,2,2.1
审计依据,instance_of,上海证券交易所科创板股票上市规则,2,2.1
审计依据,instance_of,个人银行账户简易开户服务业务指引,2,2.1
审计依据,instance_of,个体工商户条例[修订征求意见稿],2,2.1
审计依据,instance_of,中华人民共和国企业所得税实施条例,2,2.1
审计依据,instance_of,中华人民共和国企业所得税泿的决定,2,2.1
审计依据,instance_of,中华人民共和国台湾同胞投资保护法,2,2.1
审计依据,instance_of,中华人民共和国增值税暂行条例实施,2,2.1
审计依据,instance_of,中华人民共和国外商投资法实施条例,2,2.1
审计依据,instance_of,中华人民共和国审计法实施条例条例,2,2.1
审计依据,instance_of,中华人民共和国政府采购法实施条例,2,2.1
审计依据,instance_of,中华人民共和国药品管理法实施条例,2,2.1
审计依据,instance_of,中华人民共和国行政复议法实施条例,2,2.1
审计依据,instance_of,中华人民共和国进境物品完税价格表,2,2.1
审计依据,instance_of,中华苏维埃共和国中央苏维埃组织法,2,2.1
审计依据,instance_of,中国人民银行紧急贷款管理暂行办法,2,2.1
审计依据,instance_of,中国外贸出口先导指数统计调查制度,2,2.1
审计依据,instance_of,中国期货业协会失信及违规处理办法,2,2.1
审计依据,instance_of,中国注册会计师协会资深会员汇总表,2,2.1
审计依据,instance_of,中国注册会计师协会资深会员申请表,2,2.1
审计依据,instance_of,中国注册会计师协会非执业会员职业,2,2.1
审计依据,instance_of,中国注册会计师审计准则第1121,2,2.1
审计依据,instance_of,中国注册会计师审计准则第1211,2,2.1
审计依据,instance_of,中国证券期货市场衍生品交易主协议,2,2.1
审计依据,instance_of,中国资产评估协会会员申诉管理办法,2,2.1
审计依据,instance_of,中国资产评估协会执业会员管理办法,2,2.1
审计依据,instance_of,中国进出口受控消耗臭氧层物质名录,2,2.1
审计依据,instance_of,中国金融期货交易所做市商管理办法,2,2.1
审计依据,instance_of,中国银保监会监管数据安全管理办法,2,2.1
审计依据,instance_of,中国银保监会行政许可实施程序规定,2,2.1
审计依据,instance_of,中央企业境外国有产权管理暂行办法,2,2.1
审计依据,instance_of,中央企业经济责任审计管理暂行办法,2,2.1
审计依据,instance_of,中央国有资本经营预算编报试行办法,2,2.1
审计依据,instance_of,中央引导地方科技发展资金管理办法,2,2.1
审计依据,instance_of,中央自然灾害救灾资金管理暂行办法,2,2.1
审计依据,instance_of,中央财政医疗救助补助资金管理办法,2,2.1
审计依据,instance_of,中央财政预算执行动态监控管理办法,2,2.1
审计依据,instance_of,中央预算单位资金存放管理实施办法,2,2.1
审计依据,instance_of,中央预算单位银行账户管理暂行办法,2,2.1
审计依据,instance_of,中央预算执行审计工作程序实施细则,2,2.1
审计依据,instance_of,中央高校捐赠配比专项资金管理办法,2,2.1
审计依据,instance_of,中小工业企业信贷引导资金管理办法,2,2.1
审计依据,instance_of,云南省残疾人等减征个人所得税政策,2,2.1
审计依据,instance_of,云南省注册会计师协会会员年检办法,2,2.1
审计依据,instance_of,云南省注册会计师继续教育管理制度,2,2.1
审计依据,instance_of,产业转移指导目录(2012年本),2,2.1
审计依据,instance_of,享受增值税优惠的涉农贷款业务清单,2,2.1
审计依据,instance_of,京津冀办税事项“最多跑一次”清单,2,2.1
审计依据,instance_of,人民币图样使用管理办法[修订稿],2,2.1
审计依据,instance_of,人民法院办理执行案件“十个必须”,2,2.1
审计依据,instance_of,人身保险公司监管主体职责改革方案,2,2.1
审计依据,instance_of,企业会计准则执行情况调研分析报告,2,2.1
审计依据,instance_of,企业会计准则第12号——债务重组,2,2.1
审计依据,instance_of,企业会计准则第13号――或有事项,2,2.1
审计依据,instance_of,企业会计准则第25号——保险合同,2,2.1
审计依据,instance_of,企业兼并有关会计处理问题暂行规定,2,2.1
审计依据,instance_of,企业国有产权无偿划转管理暂行办法,2,2.1
审计依据,instance_of,企业国有资产评估项目备案工作指引,2,2.1
审计依据,instance_of,企业工资内外收入监督检查实施办法,2,2.1
审计依据,instance_of,企业标准化促进办法[征求意见稿],2,2.1
审计依据,instance_of,企业重组税收策划业务指引[试行],2,2.1
审计依据,instance_of,优抚对象医疗补助资金使用管理办法,2,2.1
审计依据,instance_of,优抚对象抚恤补助资金使用管理办法,2,2.1
审计依据,instance_of,优质中小企业梯度培育管理暂行办法,2,2.1
审计依据,instance_of,会计人员信息管理系统数据接口规范,2,2.1
审计依据,instance_of,会计师事务所“党建入章”指导文本,2,2.1
审计依据,instance_of,会计师事务所履行社会责任评价结果,2,2.1
审计依据,instance_of,会计师事务所特殊普通合伙协议范本,2,2.1
审计依据,instance_of,会计师事务所自查自纠报告管理办法,2,2.1
审计依据,instance_of,会计改革与发展“十三五”规划纲要,2,2.1
审计依据,instance_of,会计改革与发展“十四五”规划纲要,2,2.1
审计依据,instance_of,促进注册会计师行业健康发展的意见,2,2.1
审计依据,instance_of,保险中介机构法人治理指引（试行）,2,2.1
审计依据,instance_of,保险代理人监管规定[征求意见稿],2,2.1
审计依据,instance_of,保险公司分支机构分类监管暂行办法,2,2.1
审计依据,instance_of,保险公司非寿险业务准备金管理办法,2,2.1
审计依据,instance_of,信托公司参与股指期货交易业务指引,2,2.1
审计依据,instance_of,党政机关公务用车配备使用管理办法,2,2.1
审计依据,instance_of,全国中小企业股份转让系统挂牌协议,2,2.1
审计依据,instance_of,全国会计专业技术资格考试考场规则,2,2.1
审计依据,instance_of,全国会计人员继续教育公需科目指南,2,2.1
审计依据,instance_of,全国住房公积金2017年年度报告,2,2.1
审计依据,instance_of,全国统一考试突发事件应急处理办法,2,2.1
审计依据,instance_of,全文失效废止的税务规范性文件目录,2,2.1
审计依据,instance_of,全文失效废止的税收规范性文件目录,2,2.1
审计依据,instance_of,全文废止失效的税收规范性文件目录,2,2.1
审计依据,instance_of,全面支持抗击疫情工作十项税收措施,2,2.1
审计依据,instance_of,公共资源交易平台服务标准[试行],2,2.1
审计依据,instance_of,公共资源交易评标专家专业分类标准,2,2.1
审计依据,instance_of,公安部关于修改部分部门规章的决定,2,2.1
审计依据,instance_of,公平竞争审查制度实施细则[暂行],2,2.1
审计依据,instance_of,公开募集证券投资基金侧袋机制指引,2,2.1
审计依据,instance_of,公开募集证券投资基金运作管理办法,2,2.1
审计依据,instance_of,公开征集上市公司股东权利管理规定,2,2.1
审计依据,instance_of,公益事业捐赠票据使用管理暂行办法,2,2.1
审计依据,instance_of,关于中俄乳品双向贸易检验检疫要求,2,2.1
审计依据,instance_of,关于企业所得税有关业务问题的公告,2,2.1
审计依据,instance_of,关于修改上市公司现金分红若干规定,2,2.1
审计依据,instance_of,关于修改部分税收规范性文件的公告,2,2.1
审计依据,instance_of,关于公布修改的税收规范性文件目录,2,2.1
审计依据,instance_of,关于切实加强和改进保险服务的通知,2,2.1
审计依据,instance_of,关于加强信息共享和联合监管的通知,2,2.1
审计依据,instance_of,关于加强土地增值税征管工作的通知,2,2.1
审计依据,instance_of,关于加快煤矿智能化发展的指导意见,2,2.1
审计依据,instance_of,关于国有金融机构财务审计实施办法,2,2.1
审计依据,instance_of,关于在华召开国际会议财务管理办法,2,2.1
审计依据,instance_of,关于完善研究生教育投入机制的意见,2,2.1
审计依据,instance_of,关于广西资源税改革有关事项的通知,2,2.1
审计依据,instance_of,关于废止和修改部分税收规范性文件,2,2.1
审计依据,instance_of,关于废止部分税收规范性文件的公告,2,2.1
审计依据,instance_of,关于深化增值税改革有关事项的公告,2,2.1
审计依据,instance_of,关于深化增值税改革有关政策的公告,2,2.1
审计依据,instance_of,关于电影等行业税费支持政策的公告,2,2.1
审计依据,instance_of,关于社会保险费征管职责划转的公告,2,2.1
审计依据,instance_of,关于简并增值税税率有关政策的通知,2,2.1
审计依据,instance_of,关于网络小额贷款业务管理暂行办法,2,2.1
审计依据,instance_of,关于调整企业职工基本养老保险缴费,2,2.1
审计依据,instance_of,关于车辆购置税有关具体政策的公告,2,2.1
审计依据,instance_of,关于进一步严格依法履职尽责的通知,2,2.1
审计依据,instance_of,关于进一步做好政务公开工作的通知,2,2.1
审计依据,instance_of,关于进一步加强内部审计工作的意见,2,2.1
审计依据,instance_of,关于进一步加强意识形态工作的意见,2,2.1
审计依据,instance_of,关于进一步加强税务稽查工作的意见,2,2.1
审计依据,instance_of,关于进一步加强税源管理工作的意见,2,2.1
审计依据,instance_of,关于进一步加强银行结算管理的通知,2,2.1
审计依据,instance_of,关于进一步深化法治央企建设的意见,2,2.1
审计依据,instance_of,关于进一步深化税收征管改革的意见,2,2.1
审计依据,instance_of,关于进一步降低物流成本的实施意见,2,2.1
审计依据,instance_of,具有权益特征的金融工具[讨论稿],2,2.1
审计依据,instance_of,养老目标证券投资基金指引[试行],2,2.1
审计依据,instance_of,内河航道应急抢通补助资金管理办法,2,2.1
审计依据,instance_of,内蒙古自治区会计人员信息管理系统,2,2.1
审计依据,instance_of,内蒙古自治区促进科技成果转化条例,2,2.1
审计依据,instance_of,内蒙古自治区公共信用信息管理办法,2,2.1
审计依据,instance_of,内蒙古自治区公共信用信息管理条例,2,2.1
审计依据,instance_of,内蒙古自治区居家养老服务管理办法,2,2.1
审计依据,instance_of,内蒙古自治区水资源税征收管理办法,2,2.1
审计依据,instance_of,内蒙古自治区注销清税申报管理办法,2,2.1
审计依据,instance_of,内蒙古自治区税务行政处罚裁量基准,2,2.1
审计依据,instance_of,内蒙古自治区重大行政决策程序规定,2,2.1
审计依据,instance_of,农业相关转移支付资金绩效管理办法,2,2.1
审计依据,instance_of,农村综合改革转移支付绩效管理办法,2,2.1
审计依据,instance_of,出入境检疫处理单位和人员管理办法,2,2.1
审计依据,instance_of,办税事项“最多跑一次”[第二批],2,2.1
审计依据,instance_of,加强资产评估行业联合监管若干措施,2,2.1
审计依据,instance_of,加快完善市场主体退出制度改革方案,2,2.1
审计依据,instance_of,北京市推广应用新能源汽车管理办法,2,2.1
审计依据,instance_of,北京市环境保护税核定计算暂行办法,2,2.1
审计依据,instance_of,北京证券交易所上市委员会管理细则,2,2.1
审计依据,instance_of,北京资产评估行业青年优才培养方案,2,2.1
审计依据,instance_of,单纯索要发票举报事项快捷处理办法,2,2.1
审计依据,instance_of,卫生部行政复议与行政应诉管理办法,2,2.1
审计依据,instance_of,反倾销价格承诺规则[征求意见稿],2,2.1
审计依据,instance_of,吉林省环境保护税核定征收管理办法,2,2.1
审计依据,instance_of,商业银行理财子公司净资本管理办法,2,2.1
审计依据,instance_of,商务信用联合惩戒对象名单管理办法,2,2.1
审计依据,instance_of,商品交易市场转型升级绩效评价体系,2,2.1
审计依据,instance_of,四川省注册会计师协会课题管理办法,2,2.1
审计依据,instance_of,四川省财政厅会计科研项目管理办法,2,2.1
审计依据,instance_of,国家公派出国教师生活待遇管理规定,2,2.1
审计依据,instance_of,国家出资企业产权登记管理暂行办法,2,2.1
审计依据,instance_of,国家技术创新中心建设运行管理办法,2,2.1
审计依据,instance_of,国家社会科学基金项目资金管理办法,2,2.1
审计依据,instance_of,国家科学技术奖励绩效评价暂行办法,2,2.1
审计依据,instance_of,国家税务总局关于优化纳税缴费服务,2,2.1
审计依据,instance_of,国家税务总局北京市税务局关于推行,2,2.1
审计依据,instance_of,国家税务总局吉林省税务局关于发布,2,2.1
审计依据,instance_of,国家税务总局四川省税务局审理标准,2,2.1
审计依据,instance_of,国家税务总局安徽省税务局全文废止,2,2.1
审计依据,instance_of,国家税务总局山西省税务局关于调整,2,2.1
审计依据,instance_of,国家税务总局河南省税务局关于发布,2,2.1
审计依据,instance_of,国家重点基础研究发展计划管理办法,2,2.1
审计依据,instance_of,国有金融企业集中采购管理暂行规定,2,2.1
审计依据,instance_of,土地储备项目预算管理办法[试行],2,2.1
审计依据,instance_of,地方政府专项债券用途调整操作指引,2,2.1
审计依据,instance_of,地方政府债券信息公开平台管理办法,2,2.1
审计依据,instance_of,地方政府债券公开承销发行业务规程,2,2.1
审计依据,instance_of,地方政府债券弹性招标发行业务规程,2,2.1
审计依据,instance_of,地方政府债务信息公开办法[试行],2,2.1
审计依据,instance_of,基本公共卫生服务补助资金管理办法,2,2.1
审计依据,instance_of,基本养老保险改革工作联席会议制度,2,2.1
审计依据,instance_of,基金业务办事指南[2020年版],2,2.1
审计依据,instance_of,境外机构境内发行债券资金管理规定,2,2.1
审计依据,instance_of,增值税一般纳税人资格认定管理办法,2,2.1
审计依据,instance_of,外商投资建设工程设计企业管理规定,2,2.1
审计依据,instance_of,外国医师来华短期行医暂行管理办法,2,2.1
审计依据,instance_of,外国政府贷款项目采购公司招标办法,2,2.1
审计依据,instance_of,多式联运示范工程管理办法[暂行],2,2.1
审计依据,instance_of,大型商业连锁经营企业财力分配办法,2,2.1
审计依据,instance_of,大连商品交易所期权做市商业务指南,2,2.1
审计依据,instance_of,宁夏担保体系建设专项资金管理办法,2,2.1
审计依据,instance_of,宁波市财政行政处罚裁量权指导意见,2,2.1
审计依据,instance_of,安徽省“最多跑一次”办税事项指南,2,2.1
审计依据,instance_of,安徽省注册会计师继续教育实施办法,2,2.1
审计依据,instance_of,安徽省注册会计师继续教育管理办法,2,2.1
审计依据,instance_of,安徽省环境保护税核定征收管理办法,2,2.1
审计依据,instance_of,安徽省职称评审委员会组织管理办法,2,2.1
审计依据,instance_of,安徽省规范税务行政裁量权实施办法,2,2.1
审计依据,instance_of,完善退耕还林政策补助资金管理办法,2,2.1
审计依据,instance_of,实行进口报告管理的大宗农产品目录,2,2.1
审计依据,instance_of,审计专业技术初、中级资格考试规定,2,2.1
审计依据,instance_of,审计机关审计重要性与审计风险评价,2,2.1
审计依据,instance_of,审计机关审计项目质量检查暂行规定,2,2.1
审计依据,instance_of,审计机关审计项目质量责任追究办法,2,2.1
审计依据,instance_of,审计机关购买审计社会服务实施办法,2,2.1
审计依据,instance_of,审计署关于内部审计工作的规定规定,2,2.1
审计依据,instance_of,审计署关于审计规章制定程序的规定,2,2.1
审计依据,instance_of,审计署关于废止部分审计规章的决定,2,2.1
审计依据,instance_of,审计署关于进一步完善和规范投资审,2,2.1
审计依据,instance_of,审计署行政应讼案件的法院处理情况,2,2.1
审计依据,instance_of,对外承包工程项目备案报告管理办法,2,2.1
审计依据,instance_of,对外投资备案(核准)报告实施细则,2,2.1
审计依据,instance_of,对外投资备案[核准]报告暂行办法,2,2.1
审计依据,instance_of,山东省煤炭资源税从价计征暂行办法,2,2.1
审计依据,instance_of,山东省环境保护税核定征收管理办法,2,2.1
审计依据,instance_of,山东省非上市公众公司规范确认指引,2,2.1
审计依据,instance_of,山东省高级审计师职称评价标准条件,2,2.1
审计依据,instance_of,山西省注册会计师协会业务辅导制度,2,2.1
审计依据,instance_of,山西省注册会计师协会谈话提醒制度,2,2.1
审计依据,instance_of,工程建设领域农民工工资保证金规定,2,2.1
审计依据,instance_of,市场准入负面清单[2018年版],2,2.1
审计依据,instance_of,市场准入负面清单[2019年版],2,2.1
审计依据,instance_of,市场准入负面清单[2020年版],2,2.1
审计依据,instance_of,市场准入负面清单[2021年版],2,2.1
审计依据,instance_of,市场准入负面清单[2022年版],2,2.1
审计依据,instance_of,市场监督管理所条例[征求意见稿],2,2.1
审计依据,instance_of,市场监督管理行政处罚信息公示规定,2,2.1
审计依据,instance_of,市场监督管理行政处罚程序暂行规定,2,2.1
审计依据,instance_of,市场监督管理行政许可程序暂行规定,2,2.1
审计依据,instance_of,年报统计业务逻辑及数据库统计规则,2,2.1
审计依据,instance_of,广东省商品储备管理公司及其直属库,2,2.1
审计依据,instance_of,广东省地方税务局税收征管业务指引,2,2.1
审计依据,instance_of,广东省注册会计师继续教育实施办法,2,2.1
审计依据,instance_of,广东省注册会计师行业信用承诺制度,2,2.1
审计依据,instance_of,广东省金融改革发展“十四五”规划,2,2.1
审计依据,instance_of,广州市个体工商户微信办照实施办法,2,2.1
审计依据,instance_of,广西“四下”企业统计调查实施方案,2,2.1
审计依据,instance_of,广西代理记账告知承诺改革实施方案,2,2.1
审计依据,instance_of,广西壮族自治区本级会议费管理办法,2,2.1
审计依据,instance_of,广西推进“一事通办”改革若干措施,2,2.1
审计依据,instance_of,广西推进“证照分离”改革试点方案,2,2.1
审计依据,instance_of,广西生物医药产业跨越发展实施方案,2,2.1
审计依据,instance_of,应缴单位会员及执业会员会费缴款单,2,2.1
审计依据,instance_of,建筑工人简易劳动合同[示范文本],2,2.1
审计依据,instance_of,总分支机构汇总缴纳增值税管理办法,2,2.1
审计依据,instance_of,房地产估价师职业资格考试实施办法,2,2.1
审计依据,instance_of,扣缴单位申报数据自查修正操作指引,2,2.1
审计依据,instance_of,推动原料药产业绿色发展的指导意见,2,2.1
审计依据,instance_of,推荐挂牌并持续督导协议书[模板],2,2.1
审计依据,instance_of,推进产业强省建设若干财税政策措施,2,2.1
审计依据,instance_of,支持和服务民营经济发展30条措施,2,2.1
审计依据,instance_of,支持地方高校改革发展资金管理办法,2,2.1
审计依据,instance_of,政务信息系统政府采购管理暂行办法,2,2.1
审计依据,instance_of,政府机关办公通用软件资产配置标准,2,2.1
审计依据,instance_of,政府采购促进中小企业发展暂行办法,2,2.1
审计依据,instance_of,政府采购促进中小企业发展管理办法,2,2.1
审计依据,instance_of,政府采购贫困地区农副产品实施方案,2,2.1
审计依据,instance_of,文化市场综合行政执法事项指导目录,2,2.1
审计依据,instance_of,新冠肺炎疫情防控期间有关业务指引,2,2.1
审计依据,instance_of,新冠肺炎疫情防控税收优惠政策指引,2,2.1
审计依据,instance_of,普通纪念币普制币发行管理暂行规定,2,2.1
审计依据,instance_of,有限合伙企业国有权益登记暂行规定,2,2.1
审计依据,instance_of,服务外包产业重点发展领域指导目录,2,2.1
审计依据,instance_of,期货交易所管理办法[征求意见稿],2,2.1
审计依据,instance_of,本市加快推进电子证照应用实施方案,2,2.1
审计依据,instance_of,机构改革国有资产划转处置实施方案,2,2.1
审计依据,instance_of,林业草原生态保护恢复资金管理办法,2,2.1
审计依据,instance_of,民事诉讼程序繁简分流改革试点方案,2,2.1
审计依据,instance_of,江苏省注册会计师任职资格检查办法,2,2.1
审计依据,instance_of,江苏省注册会计师协会章程[修订],2,2.1
审计依据,instance_of,江苏省注册会计师继续教育实施办法,2,2.1
审计依据,instance_of,江苏省注册会计师转所规定[修订],2,2.1
审计依据,instance_of,江苏省税务行政处罚裁量权实施办法,2,2.1
审计依据,instance_of,江西省增值税电子普通发票使用规定,2,2.1
审计依据,instance_of,江西省税务行政处罚裁量权执行标准,2,2.1
审计依据,instance_of,江西省税务行政处罚裁量权行使规则,2,2.1
审计依据,instance_of,江西省税务行政处罚裁量权适用规则,2,2.1
审计依据,instance_of,汽车零部件再制造规范管理暂行办法,2,2.1
审计依据,instance_of,河北省房屋出租业房产征收管理办法,2,2.1
审计依据,instance_of,河北省注册会计师继续教育实施办法,2,2.1
审计依据,instance_of,河南省注册会计师协会会费管理办法,2,2.1
审计依据,instance_of,河南省注册会计师继续教育实施办法,2,2.1
审计依据,instance_of,河南省财政行政处罚裁量权执行标准,2,2.1
审计依据,instance_of,注册会计师行业发展“十四五”规划,2,2.1
审计依据,instance_of,注册制下首次公开发行股票承销规范,2,2.1
审计依据,instance_of,浙江省注册会计师执业质量检查办法,2,2.1
审计依据,instance_of,浙江省注册会计师继续教育实施办法,2,2.1
审计依据,instance_of,海关委托保税核查业务指引[试行],2,2.1
审计依据,instance_of,海关监管作业场所(场地)设置规范,2,2.1
审计依据,instance_of,海关监管作业场所[场地]设置规范,2,2.1
审计依据,instance_of,海南省个体工商户纳税信用管理办法,2,2.1
审计依据,instance_of,海南省税务行政处罚裁量权实施办法,2,2.1
审计依据,instance_of,海南省第28个税收宣传月活动方案,2,2.1
审计依据,instance_of,深化“证照分离”改革贯彻落实措施,2,2.1
审计依据,instance_of,深化服务贸易创新发展试点总体方案,2,2.1
审计依据,instance_of,深化生态保护补偿制度改革实施意见,2,2.1
审计依据,instance_of,深圳证券交易所上市委员会工作细则,2,2.1
审计依据,instance_of,深圳证券交易所创业板交易特别规定,2,2.1
审计依据,instance_of,深圳证券交易所创业板股票上市规则,2,2.1
审计依据,instance_of,深圳证券交易所创业板首次公开发行,2,2.1
审计依据,instance_of,深圳证券交易所深港通业务实施办法,2,2.1
审计依据,instance_of,清洁能源发展专项资金管理暂行办法,2,2.1
审计依据,instance_of,湖北省税务行政处罚裁量权实施办法,2,2.1
审计依据,instance_of,湖南省环境保护税核定计算管理办法,2,2.1
审计依据,instance_of,湖南省税务行政处罚裁量权实施办法,2,2.1
审计依据,instance_of,湘赣边区域合作示范区建设总体方案,2,2.1
审计依据,instance_of,甘肃省税务行政处罚裁量权实施办法,2,2.1
审计依据,instance_of,电信普遍服务补助资金管理试点办法,2,2.1
审计依据,instance_of,直销企业保证金存缴、使用管理办法,2,2.1
审计依据,instance_of,直销企业分类监管实施办法[试行],2,2.1
审计依据,instance_of,研发费加计扣除辅助账系统1.0版,2,2.1
审计依据,instance_of,碳排放权交易有关会计处理暂行规定,2,2.1
审计依据,instance_of,社会保险基金监督举报奖励暂行办法,2,2.1
审计依据,instance_of,社会保险基金监督举报工作管理办法,2,2.1
审计依据,instance_of,社会保险费及其他基金规费文书式样,2,2.1
审计依据,instance_of,社会保障基金财政专户会计核算办法,2,2.1
审计依据,instance_of,福建省办税事项“最多跑一次”清单,2,2.1
审计依据,instance_of,福建省增值税电子普通发票使用规定,2,2.1
审计依据,instance_of,科创板上市公司信息披露工作备忘录,2,2.1
审计依据,instance_of,科研课题研究及科研论文的管理办法,2,2.1
审计依据,instance_of,税务局办税事项“最多跑一次”清单,2,2.1
审计依据,instance_of,税务机关政府信息公开申请办理规范,2,2.1
审计依据,instance_of,税务注销业务优化实施方案[试行],2,2.1
审计依据,instance_of,税务行政处罚“首违不罚”事项清单,2,2.1
审计依据,instance_of,税收管理领域基层政务公开标准指引,2,2.1
审计依据,instance_of,税收管理领域基层政务公开标准目录,2,2.1
审计依据,instance_of,第二批办税事项“最多跑一次”清单,2,2.1
审计依据,instance_of,第六届“会长奖学金”组织实施方案,2,2.1
审计依据,instance_of,红筹公司临时公告格式指引适用指南,2,2.1
审计依据,instance_of,经营者集中审查规定[征求意见稿],2,2.1
审计依据,instance_of,统借自还主权外债会计核算暂行办法,2,2.1
审计依据,instance_of,署2018年政务公开工作实施方案,2,2.1
审计依据,instance_of,聘请外部人员参与审计工作管理办法,2,2.1
审计依据,instance_of,股份有限公司国有股权管理暂行办法,2,2.1
审计依据,instance_of,自治区支持扩大消费的若干政策措施,2,2.1
审计依据,instance_of,自治区高层次人才税收服务实施细则,2,2.1
审计依据,instance_of,节能技术改造财政奖励资金管理办法,2,2.1
审计依据,instance_of,行政单位会计制度行政单位会计制度,2,2.1
审计依据,instance_of,规范全省企业养老保险待遇计发办法,2,2.1
审计依据,instance_of,计量服务中小企业纾困解难若干措施,2,2.1
审计依据,instance_of,证券公司现金管理产品方案规范指南,2,2.1
审计依据,instance_of,证券分析师执业行为准则[修订稿],2,2.1
审计依据,instance_of,证券发行上市保荐业务工作底稿指引,2,2.1
审计依据,instance_of,证券市场资信评级业务管理暂行办法,2,2.1
审计依据,instance_of,证券投资咨询机构执业规范[试行],2,2.1
审计依据,instance_of,调整和完善消费税政策征收管理规定,2,2.1
审计依据,instance_of,调整海域无居民海岛使用金征收标准,2,2.1
审计依据,instance_of,财务尽职调查报告编制指引[试行],2,2.1
审计依据,instance_of,财务报表数据转换参考标准v1.0,2,2.1
审计依据,instance_of,财政部专家工作室管理办法[试行],2,2.1
审计依据,instance_of,贯彻实施政府会计准则制度工作方案,2,2.1
审计依据,instance_of,贯彻实施政府会计制度改革工作方案,2,2.1
审计依据,instance_of,贵州省办税事项“最多跑一次”清单,2,2.1
审计依据,instance_of,资产评估执业准则--资产评估报告,2,2.1
审计依据,instance_of,资产评估执业准则--资产评估档案,2,2.1
审计依据,instance_of,资产评估执业准则--资产评估程序,2,2.1
审计依据,instance_of,资产评估执业准则——资产评估报告,2,2.1
审计依据,instance_of,资产评估执业准则——资产评估方法,2,2.1
审计依据,instance_of,资产评估执业准则――资产评估方法,2,2.1
审计依据,instance_of,资产评估机构履行社会责任评价结果,2,2.1
审计依据,instance_of,资产评估行业专项整治工作实施方案,2,2.1
审计依据,instance_of,跨国公司跨境资金集中运营管理规定,2,2.1
审计依据,instance_of,跨省跨区专项工程输电价格定价办法,2,2.1
审计依据,instance_of,车辆购置税手机端网上申报缴税系统,2,2.1
审计依据,instance_of,进一步促进信用卡规范健康发展意见,2,2.1
审计依据,instance_of,进一步做好农村危房改造工作的通知,2,2.1
审计依据,instance_of,进口哈萨克斯坦苜蓿草检验检疫要求,2,2.1
审计依据,instance_of,进口哈萨克斯坦菜籽粕检验检疫要求,2,2.1
审计依据,instance_of,进口多米尼加雪茄烟叶植物检疫要求,2,2.1
审计依据,instance_of,进口食品境外生产企业注册办事指南,2,2.1
审计依据,instance_of,进口食品境外生产企业注册管理规定,2,2.1
审计依据,instance_of,道路交通事故社会救助基金管理办法,2,2.1
审计依据,instance_of,部分条款废止的税务规范性文件目录,2,2.1
审计依据,instance_of,部分条款废止的税收规范性文件目录,2,2.1
审计依据,instance_of,重大执法决定法制审核事项基础清单,2,2.1
审计依据,instance_of,重大技术装备进口税收政策暂行规定,2,2.1
审计依据,instance_of,重大技术装备进口税收政策管理办法,2,2.1
审计依据,instance_of,重大税务案件审理实施办法[试行],2,2.1
审计依据,instance_of,重大税收违法失信案件信息公布办法,2,2.1
审计依据,instance_of,重大税收违法案件督办管理暂行办法,2,2.1
审计依据,instance_of,重庆市税务行政处罚裁量权基准制度,2,2.1
审计依据,instance_of,重点生态保护修复治理资金管理办法,2,2.1
审计依据,instance_of,金融企业绩效评价指标及结果计分表,2,2.1
审计依据,instance_of,金融机构国有股权董事管理暂行办法,2,2.1
审计依据,instance_of,金融机构服务乡村振兴考核评估办法,2,2.1
审计依据,instance_of,银行保险业务财产保险数据交换规范,2,2.1
审计依据,instance_of,银行监管统计数据质量管理良好标准,2,2.1
审计依据,instance_of,长三角地区跨省[市]联合授信指引,2,2.1
审计依据,instance_of,长江三角洲地区多层次轨道交通规划,2,2.1
审计依据,instance_of,降低社会保险费率缴费服务工作方案,2,2.1
审计依据,instance_of,陕西省税务局明确跨区域涉税事项报,2,2.1
审计依据,instance_of,青岛市税务行政处罚裁量权实施办法,2,2.1
审计依据,instance_of,青海省税务行政处罚裁量权指导规范,2,2.1
审计依据,instance_of,非居民纳税人享受协定待遇管理办法,2,2.1
审计依据,instance_of,革命老区重点城市对口合作工作方案,2,2.1
审计依据,instance_of,食品药品监管补助资金管理暂行办法,2,2.1
审计依据,instance_of,首席评估师管理办法[征求意见稿],2,2.1
审计依据,instance_of,黄汲清青年地质科学技术奖奖励条例,2,2.1
